food_portion_modifier,food_portion_gram_weight,food_portion_desription,food_portion_measure_unit_name,food_portion_measure_unit_abbreviation,active,ingredient_id
,-9,Quantity not specified,,,1,226
,30.4,1 fl oz,,,1,227
,-9,Quantity not specified,,,1,227
,-9,Quantity not specified,,,1,228
,30.4,1 fl oz,,,1,228
,30.4,1 fl oz,,,1,229
,-9,Quantity not specified,,,1,229
,30.5,1 fl oz,,,1,230
,-9,Quantity not specified,,,1,230
,30.5,1 fl oz,,,1,231
,-9,Quantity not specified,,,1,231
,30.5,1 fl oz,,,1,232
,-9,Quantity not specified,,,1,232
,30.4,1 fl oz,,,1,233
,-9,Quantity not specified,,,1,233
,30.4,1 fl oz,,,1,234
,-9,Quantity not specified,,,1,234
,-9,Quantity not specified,,,1,235
,30.5,1 fl oz,,,1,235
,30.5,1 fl oz,,,1,236
,-9,Quantity not specified,,,1,236
,30.5,1 fl oz,,,1,237
,-9,Quantity not specified,,,1,237
,-9,Quantity not specified,,,1,238
,30.5,1 fl oz,,,1,238
,30.4,1 fl oz,,,1,239
,-9,Quantity not specified,,,1,239
,30.4,1 fl oz,,,1,240
,-9,Quantity not specified,,,1,240
,30.5,1 fl oz,,,1,241
,-9,Quantity not specified,,,1,241
,30.5,1 fl oz,,,1,242
,-9,Quantity not specified,,,1,242
,30.5,1 fl oz,,,1,243
,-9,Quantity not specified,,,1,243
,30.5,1 fl oz,,,1,244
,-9,Quantity not specified,,,1,244
,30.5,1 fl oz,,,1,245
,-9,Quantity not specified,,,1,245
,30.5,1 fl oz,,,1,246
,-9,Quantity not specified,,,1,246
,30.5,1 fl oz,,,1,247
,-9,Quantity not specified,,,1,247
,30.5,1 fl oz,,,1,248
,-9,Quantity not specified,,,1,248
,30.5,1 fl oz,,,1,249
,-9,Quantity not specified,,,1,249
,30.5,1 fl oz,,,1,250
,-9,Quantity not specified,,,1,250
,30.5,1 fl oz,,,1,251
,-9,Quantity not specified,,,1,251
,30.5,1 fl oz,,,1,252
,-9,Quantity not specified,,,1,252
,30.5,1 fl oz,,,1,253
,-9,Quantity not specified,,,1,253
,30.5,1 fl oz,,,1,254
,-9,Quantity not specified,,,1,254
,30.5,1 fl oz,,,1,255
,-9,Quantity not specified,,,1,255
,30.5,1 fl oz,,,1,256
,-9,Quantity not specified,,,1,256
,30.5,1 fl oz,,,1,257
,-9,Quantity not specified,,,1,257
,30.5,1 fl oz,,,1,258
,-9,Quantity not specified,,,1,258
,30.5,1 fl oz,,,1,259
,-9,Quantity not specified,,,1,259
,30.5,1 fl oz,,,1,260
,-9,Quantity not specified,,,1,260
,30.5,1 fl oz,,,1,261
,-9,Quantity not specified,,,1,261
,30.5,1 fl oz,,,1,262
,-9,Quantity not specified,,,1,262
,30.5,1 fl oz,,,1,263
,-9,Quantity not specified,,,1,263
,30.5,1 fl oz,,,1,264
,-9,Quantity not specified,,,1,264
,-9,Quantity not specified,,,1,265
,30.5,1 fl oz,,,1,265
,30.5,1 fl oz,,,1,266
,-9,Quantity not specified,,,1,266
,30.5,1 fl oz,,,1,267
,-9,Quantity not specified,,,1,267
,30.5,1 fl oz,,,1,268
,-9,Quantity not specified,,,1,268
,-9,Quantity not specified,,,1,269
,30.5,1 fl oz,,,1,269
,30.5,1 fl oz,,,1,270
,-9,Quantity not specified,,,1,270
,30.5,1 fl oz,,,1,271
,-9,Quantity not specified,,,1,271
,30.5,1 fl oz,,,1,272
,-9,Quantity not specified,,,1,272
,30.5,1 fl oz,,,1,273
,-9,Quantity not specified,,,1,273
,30.5,1 fl oz,,,1,274
,-9,Quantity not specified,,,1,274
,30.5,1 fl oz,,,1,275
,-9,Quantity not specified,,,1,275
,30.5,1 fl oz,,,1,276
,-9,Quantity not specified,,,1,276
,30.5,1 fl oz,,,1,277
,-9,Quantity not specified,,,1,277
,30.5,1 fl oz,,,1,278
,-9,Quantity not specified,,,1,278
,30.5,1 fl oz,,,1,279
,-9,Quantity not specified,,,1,279
,30.5,1 fl oz,,,1,280
,-9,Quantity not specified,,,1,280
,30.5,1 fl oz,,,1,281
,-9,Quantity not specified,,,1,281
,30.5,1 fl oz,,,1,282
,-9,Quantity not specified,,,1,282
,30.5,1 fl oz,,,1,283
,-9,Quantity not specified,,,1,283
,30.5,1 fl oz,,,1,284
,-9,Quantity not specified,,,1,284
,30.5,1 fl oz,,,1,285
,-9,Quantity not specified,,,1,285
,31,1 fl oz,,,1,286
,248,1 can (8 fl oz),,,1,286
,-9,Quantity not specified,,,1,286
,31,1 fl oz,,,1,287
,-9,Quantity not specified,,,1,287
,31,1 fl oz,,,1,288
,248,1 can (8 fl oz),,,1,288
,-9,Quantity not specified,,,1,288
,-9,Quantity not specified,,,1,289
,30.5,1 fl oz,,,1,289
,30.5,1 fl oz,,,1,290
,-9,Quantity not specified,,,1,290
,30.5,1 fl oz,,,1,291
,-9,Quantity not specified,,,1,291
,30.5,1 fl oz,,,1,292
,-9,Quantity not specified,,,1,292
,31,1 fl oz,,,1,293
,-9,Quantity not specified,,,1,293
,30.5,1 fl oz,,,1,294
,-9,Quantity not specified,,,1,294
,30.5,1 fl oz,,,1,295
,-9,Quantity not specified,,,1,295
,30.5,1 fl oz,,,1,296
,-9,Quantity not specified,,,1,296
,30.5,1 fl oz,,,1,297
,-9,Quantity not specified,,,1,297
,-9,Quantity not specified,,,1,298
,30.5,1 fl oz,,,1,298
,30.5,1 fl oz,,,1,299
,-9,Quantity not specified,,,1,299
,30.5,1 fl oz,,,1,300
,-9,Quantity not specified,,,1,300
,30.5,1 fl oz,,,1,301
,-9,Quantity not specified,,,1,301
,30.5,1 fl oz,,,1,302
,-9,Quantity not specified,,,1,302
,30.5,1 fl oz,,,1,303
,-9,Quantity not specified,,,1,303
,30.5,1 fl oz,,,1,304
,-9,Quantity not specified,,,1,304
,-9,Quantity not specified,,,1,305
,30.5,1 fl oz,,,1,305
,30.5,1 fl oz,,,1,306
,-9,Quantity not specified,,,1,306
,30.5,1 fl oz,,,1,307
,-9,Quantity not specified,,,1,307
,-9,Quantity not specified,,,1,308
,30.5,1 fl oz,,,1,308
,30.5,1 fl oz,,,1,309
,-9,Quantity not specified,,,1,309
,30.5,1 fl oz,,,1,310
,-9,Quantity not specified,,,1,310
,30.5,1 fl oz,,,1,311
,-9,Quantity not specified,,,1,311
,30.5,1 fl oz,,,1,312
,-9,Quantity not specified,,,1,312
,30.5,1 fl oz,,,1,313
,-9,Quantity not specified,,,1,313
,-9,Quantity not specified,,,1,314
,30.5,1 fl oz,,,1,314
,30.5,1 fl oz,,,1,315
,-9,Quantity not specified,,,1,315
,30.5,1 fl oz,,,1,316
,-9,Quantity not specified,,,1,316
,-9,Quantity not specified,,,1,317
,30.5,1 fl oz,,,1,317
,30.5,1 fl oz,,,1,318
,-9,Quantity not specified,,,1,318
,30.5,1 fl oz,,,1,319
,-9,Quantity not specified,,,1,319
,30.5,1 fl oz,,,1,320
,-9,Quantity not specified,,,1,320
,30.5,1 fl oz,,,1,321
,-9,Quantity not specified,,,1,321
,30.5,1 fl oz,,,1,322
,-9,Quantity not specified,,,1,322
,-9,Quantity not specified,,,1,323
,30.5,1 fl oz,,,1,323
,30.5,1 fl oz,,,1,324
,-9,Quantity not specified,,,1,324
,30.5,1 fl oz,,,1,325
,-9,Quantity not specified,,,1,325
,30.5,1 fl oz,,,1,326
,-9,Quantity not specified,,,1,326
,30.5,1 fl oz,,,1,327
,-9,Quantity not specified,,,1,327
,30.5,1 fl oz,,,1,328
,-9,Quantity not specified,,,1,328
,30.5,1 fl oz,,,1,329
,-9,Quantity not specified,,,1,329
,30.5,1 fl oz,,,1,330
,-9,Quantity not specified,,,1,330
,30.5,1 fl oz,,,1,331
,-9,Quantity not specified,,,1,331
,30.5,1 fl oz,,,1,332
,-9,Quantity not specified,,,1,332
,30.5,1 fl oz,,,1,333
,-9,Quantity not specified,,,1,333
,30.5,1 fl oz,,,1,334
,-9,Quantity not specified,,,1,334
,30.5,1 fl oz,,,1,335
,-9,Quantity not specified,,,1,335
,30.5,1 fl oz,,,1,336
,-9,Quantity not specified,,,1,336
,-9,Quantity not specified,,,1,337
,30.5,1 fl oz,,,1,337
,30.5,1 fl oz,,,1,338
,-9,Quantity not specified,,,1,338
,30.5,1 fl oz,,,1,339
,-9,Quantity not specified,,,1,339
,30.5,1 fl oz,,,1,340
,-9,Quantity not specified,,,1,340
,30.5,1 fl oz,,,1,341
,-9,Quantity not specified,,,1,341
,30.5,1 fl oz,,,1,342
,-9,Quantity not specified,,,1,342
,30.5,1 fl oz,,,1,343
,-9,Quantity not specified,,,1,343
,30.5,1 fl oz,,,1,344
,-9,Quantity not specified,,,1,344
,30.5,1 fl oz,,,1,345
,-9,Quantity not specified,,,1,345
,30.5,1 fl oz,,,1,346
,-9,Quantity not specified,,,1,346
,30.5,1 fl oz,,,1,347
,-9,Quantity not specified,,,1,347
,30.5,1 fl oz,,,1,348
,-9,Quantity not specified,,,1,348
,30.5,1 fl oz,,,1,349
,-9,Quantity not specified,,,1,349
,30.5,1 fl oz,,,1,350
,-9,Quantity not specified,,,1,350
,30.5,1 fl oz,,,1,351
,-9,Quantity not specified,,,1,351
,30.5,1 fl oz,,,1,352
,-9,Quantity not specified,,,1,352
,30.5,1 fl oz,,,1,353
,-9,Quantity not specified,,,1,353
,-9,Quantity not specified,,,1,354
,30.5,1 fl oz,,,1,354
,30.5,1 fl oz,,,1,355
,-9,Quantity not specified,,,1,355
,30.5,1 fl oz,,,1,356
,-9,Quantity not specified,,,1,356
,30.5,1 fl oz,,,1,357
,-9,Quantity not specified,,,1,357
,30.5,1 fl oz,,,1,358
,-9,Quantity not specified,,,1,358
,30.8,1 fl oz,,,1,359
,-9,Quantity not specified,,,1,359
,30.8,1 fl oz,,,1,360
,-9,Quantity not specified,,,1,360
,30.8,1 fl oz,,,1,361
,-9,Quantity not specified,,,1,361
,30.8,1 fl oz,,,1,362
,-9,Quantity not specified,,,1,362
,30.8,1 fl oz,,,1,363
,-9,Quantity not specified,,,1,363
,30.8,1 fl oz,,,1,364
,-9,Quantity not specified,,,1,364
,30.8,1 fl oz,,,1,365
,-9,Quantity not specified,,,1,365
,30.8,1 fl oz,,,1,366
,-9,Quantity not specified,,,1,366
,30.8,1 fl oz,,,1,367
,-9,Quantity not specified,,,1,367
,30.5,1 fl oz,,,1,368
,-9,Quantity not specified,,,1,368
,30.5,1 fl oz,,,1,369
,-9,Quantity not specified,,,1,369
,128,1 cup,,,1,370
,43,Quantity not specified,,,1,370
,43,Quantity not specified,,,1,371
,128,1 cup,,,1,371
,120,1 cup,,,1,372
,40,Quantity not specified,,,1,372
,8,Quantity not specified,,,1,373
,7.5,1 tablespoon,,,1,373
,68,1 cup,,,1,374
,91,1 envelope (1-1/3 cup),,,1,374
,23,1/3 cup (makes 1 cup reconstituted milk),,,1,374
,23,Quantity not specified,,,1,374
,5,1 tablespoon,,,1,375
,0.6,Guideline amount per fl oz of beverage,,,1,375
,5,Quantity not specified,,,1,375
,10,1 tablespoon,,,1,376
,2.5,Guideline amount per fl oz of beverage,,,1,376
,20,Quantity not specified,,,1,376
,10,1 tablespoon,,,1,377
,2.5,Guideline amount per fl oz of beverage,,,1,377
,20,Quantity not specified,,,1,377
,5.5,1 tablespoon,,,1,378
,1.4,Guideline amount per fl oz of beverage,,,1,378
,11,Quantity not specified,,,1,378
,2.5,Guideline amount per fl oz of beverage,,,1,379
,10,1 tablespoon,,,1,379
,20,Quantity not specified,,,1,379
,240,1 cup,,,1,380
,30,1 fl oz,,,1,380
,11,1 individual container,,,1,380
,2.5,Guideline amount per fl oz of beverage,,,1,380
,20,Quantity not specified,,,1,380
,240,1 cup,,,1,381
,30,1 fl oz,,,1,381
,11,1 individual container,,,1,381
,2.5,Guideline amount per fl oz of beverage,,,1,381
,20,Quantity not specified,,,1,381
,240,1 cup,,,1,382
,30,1 fl oz,,,1,382
,15,1 individual container (.5 fl oz),,,1,382
,2.5,Guideline amount per fl oz of beverage,,,1,382
,20,Quantity not specified,,,1,382
,240,1 cup,,,1,383
,30,1 fl oz,,,1,383
,15,1 individual container (.5 fl oz),,,1,383
,2.5,Guideline amount per fl oz of beverage,,,1,383
,30,Quantity not specified,,,1,383
,240,1 cup,,,1,384
,30,1 fl oz,,,1,384
,2.5,Guideline amount per fl oz of beverage,,,1,384
,30,Quantity not specified,,,1,384
,240,1 cup,,,1,385
,30,1 fl oz,,,1,385
,2.5,Guideline amount per fl oz of beverage,,,1,385
,20,Quantity not specified,,,1,385
,40,1 cup,,,1,386
,20,Quantity not specified,,,1,386
,240,1 cup,,,1,387
,30,1 fl oz,,,1,387
,2.5,Guideline amount per fl oz of beverage,,,1,387
,20,Quantity not specified,,,1,387
,240,1 cup,,,1,388
,30,1 fl oz,,,1,388
,15,1 individual container,,,1,388
,2.5,Guideline amount per fl oz of beverage,,,1,388
,20,Quantity not specified,,,1,388
,240,1 cup,,,1,389
,30,1 fl oz,,,1,389
,15,1 individual container,,,1,389
,20,Quantity not specified,,,1,389
,2.5,Guideline amount per fl oz of beverage,,,1,389
,240,1 cup,,,1,390
,30,1 fl oz,,,1,390
,5,1 individual container,,,1,390
,2.5,Guideline amount per fl oz of beverage,,,1,390
,20,Quantity not specified,,,1,390
,240,1 cup,,,1,391
,30,1 fl oz,,,1,391
,5,1 individual container,,,1,391
,20,Quantity not specified,,,1,391
,2.5,Guideline amount per fl oz of beverage,,,1,391
,240,1 cup,,,1,392
,30,1 fl oz,,,1,392
,15,1 individual container,,,1,392
,2.5,Guideline amount per fl oz of beverage,,,1,392
,15,Quantity not specified,,,1,392
,240,1 cup,,,1,393
,30,1 fl oz,,,1,393
,15,1 individual container,,,1,393
,20,Quantity not specified,,,1,393
,2.5,Guideline amount per fl oz of beverage,,,1,393
,94,1 cup,,,1,394
,3,1 packet,,,1,394
,0.5,Guideline amount per fl oz of beverage,,,1,394
,4,Quantity not specified,,,1,394
,94,1 cup,,,1,395
,3,1 packet,,,1,395
,0.5,Guideline amount per fl oz of beverage,,,1,395
,4,Quantity not specified,,,1,395
,94,1 cup,,,1,396
,3,1 packet,,,1,396
,4,Quantity not specified,,,1,396
,0.5,Guideline amount per fl oz of beverage,,,1,396
,94,1 cup,,,1,397
,3,1 packet,,,1,397
,0.5,Guideline amount per fl oz of beverage,,,1,397
,4,Quantity not specified,,,1,397
,240,1 cup,,,1,398
,30,1 fl oz,,,1,398
,2.5,Guideline amount per fl oz of beverage,,,1,398
,30,Quantity not specified,,,1,398
,75,1 cup,,,1,399
,19,Quantity not specified,,,1,399
,75,1 cup,,,1,400
,19,Quantity not specified,,,1,400
,94,1 cup,,,1,401
,3,1 packet,,,1,401
,0.5,Guideline amount per fl oz of beverage,,,1,401
,4,Quantity not specified,,,1,401
,75,1 cup,,,1,402
,19,Quantity not specified,,,1,402
,240,1 cup,,,1,403
,30,1 individual container,,,1,403
,30,Quantity not specified,,,1,403
,15,1 tablespoon,,,1,403
,240,1 cup,,,1,404
,15,1 tablespoon,,,1,404
,30,Quantity not specified,,,1,404
,240,1 cup,,,1,405
,15,1 tablespoon,,,1,405
,30,Quantity not specified,,,1,405
,15,1 tablespoon,,,1,406
,240,1 cup,,,1,406
,30,Quantity not specified,,,1,406
,15,1 tablespoon,,,1,407
,70,1 individual container,,,1,407
,60,Quantity not specified,,,1,407
,15,1 tablespoon,,,1,408
,70,1 individual container,,,1,408
,60,Quantity not specified,,,1,408
,15,1 tablespoon,,,1,409
,70,1 individual container,,,1,409
,60,Quantity not specified,,,1,409
,15,1 tablespoon,,,1,410
,70,1 individual container,,,1,410
,60,Quantity not specified,,,1,410
,15,1 tablespoon,,,1,411
,70,1 individual container,,,1,411
,60,Quantity not specified,,,1,411
,15,1 tablespoon,,,1,412
,70,1 individual container,,,1,412
,60,Quantity not specified,,,1,412
,15,1 tablespoon,,,1,413
,70,1 individual container,,,1,413
,60,Quantity not specified,,,1,413
,15,1 tablespoon,,,1,414
,70,1 individual container,,,1,414
,60,Quantity not specified,,,1,414
,15,1 tablespoon,,,1,415
,70,1 individual container,,,1,415
,60,Quantity not specified,,,1,415
,15,1 tablespoon,,,1,416
,70,1 individual container,,,1,416
,60,Quantity not specified,,,1,416
,15,1 tablespoon,,,1,417
,60,Quantity not specified,,,1,417
,70,1 individual container,,,1,417
,15,1 tablespoon,,,1,418
,70,1 individual container,,,1,418
,60,Quantity not specified,,,1,418
,135,1 cup,,,1,419
,9.2,1 cubic inch,,,1,419
,75,1 individual container,,,1,419
,66,1 slice,,,1,419
,120,1 scoop,,,1,419
,120,1 small ice cream cup,,,1,419
,240,1 medium ice cream cup,,,1,419
,360,1 large ice cream cup,,,1,419
,135,Quantity not specified,,,1,419
,135,1 cup,,,1,420
,9.2,1 cubic inch,,,1,420
,75,1 individual container,,,1,420
,120,1 scoop,,,1,420
,360,1 large ice cream cup,,,1,420
,120,1 small ice cream cup,,,1,420
,240,1 medium ice cream cup,,,1,420
,135,Quantity not specified,,,1,420
,140,1 cup,,,1,421
,75,1 individual container,,,1,421
,125,1 scoop,,,1,421
,125,1 small ice cream cup,,,1,421
,250,1 medium ice cream cup,,,1,421
,375,1 large ice cream cup,,,1,421
,140,Quantity not specified,,,1,421
,135,1 cup,,,1,422
,9.2,1 cubic inch,,,1,422
,75,1 individual container,,,1,422
,120,1 scoop,,,1,422
,240,1 medium ice cream cup,,,1,422
,360,1 large ice cream cup,,,1,422
,120,1 small ice cream cup,,,1,422
,135,Quantity not specified,,,1,422
,15,1 tablespoon,,,1,423
,70,1 individual container,,,1,423
,60,Quantity not specified,,,1,423
,140,1 cup,,,1,424
,75,1 individual container,,,1,424
,125,1 scoop,,,1,424
,125,1 small ice cream cup,,,1,424
,375,1 large ice cream cup,,,1,424
,140,Quantity not specified,,,1,424
,250,1 medium ice cream cup,,,1,424
,175,1 cup,,,1,425
,175,Quantity not specified,,,1,425
,175,1 cup,,,1,426
,175,Quantity not specified,,,1,426
,175,1 cup,,,1,427
,160,1 scoop,,,1,427
,480,1 large ice cream cup,,,1,427
,320,1 medium ice cream cup,,,1,427
,175,Quantity not specified,,,1,427
,160,1 small ice cream cup,,,1,427
,175,1 cup,,,1,428
,160,1 scoop,,,1,428
,160,1 small ice cream cup,,,1,428
,320,1 medium ice cream cup,,,1,428
,175,Quantity not specified,,,1,428
,480,1 large ice cream cup,,,1,428
,133,1 cup,,,1,429
,75,1 bar,,,1,429
,50,1 miniature,,,1,429
,85,Quantity not specified,,,1,429
,50,1 miniature,,,1,430
,85,Quantity not specified,,,1,430
,75,1 bar,,,1,430
,50,1 Snickers bar (2 fl oz),,,1,431
,50,1 bar,,,1,431
,25,1 miniature Snicker bar (1 fl oz),,,1,431
,50,Quantity not specified,,,1,431
,75,1 bar,,,1,432
,50,1 miniature,,,1,432
,85,Quantity not specified,,,1,432
,75,1 sandwich,,,1,433
,75,Quantity not specified,,,1,433
,75,1 sandwich,,,1,434
,75,Quantity not specified,,,1,434
,125,1 cone,,,1,435
,125,Quantity not specified,,,1,435
,75,1 sandwich,,,1,436
,75,Quantity not specified,,,1,436
,255,1 cone,,,1,437
,255,Quantity not specified,,,1,437
,125,1 cone,,,1,438
,125,Quantity not specified,,,1,438
,255,1 cone,,,1,439
,255,Quantity not specified,,,1,439
,125,1 cone,,,1,440
,125,Quantity not specified,,,1,440
,125,1 cone,,,1,441
,125,Quantity not specified,,,1,441
,255,1 cone,,,1,442
,255,Quantity not specified,,,1,442
,255,1 cone,,,1,443
,255,Quantity not specified,,,1,443
,95,1 cone,,,1,444
,95,Quantity not specified,,,1,444
,125,1 cone,,,1,445
,125,Quantity not specified,,,1,445
,95,1 cone,,,1,446
,95,Quantity not specified,,,1,446
,192,1 cup,,,1,447
,240,Quantity not specified,,,1,447
,240,1 soda (10 fl oz),,,1,447
,192,1 cup,,,1,448
,240,1 soda (10 fl oz),,,1,448
,240,Quantity not specified,,,1,448
,140,1 cup,,,1,449
,180,1 sundae,,,1,449
,180,Quantity not specified,,,1,449
,140,1 cup,,,1,450
,180,1 sundae,,,1,450
,180,Quantity not specified,,,1,450
,490,1 banana split,,,1,451
,490,Quantity not specified,,,1,451
,140,1 cup,,,1,452
,180,1 sundae,,,1,452
,180,Quantity not specified,,,1,452
,135,1 cup,,,1,453
,135,Quantity not specified,,,1,453
,135,1 cup,,,1,454
,120,1 scoop,,,1,454
,120,1 small ice cream cup,,,1,454
,240,1 medium ice cream cup,,,1,454
,360,1 large ice cream cup,,,1,454
,9.2,1 cubic inch,,,1,454
,135,Quantity not specified,,,1,454
,135,1 cup,,,1,455
,120,1 scoop,,,1,455
,120,1 small ice cream cup,,,1,455
,240,1 medium ice cream cup,,,1,455
,360,1 large ice cream cup,,,1,455
,9.2,1 cubic inch,,,1,455
,135,Quantity not specified,,,1,455
,9.2,1 cubic inch,,,1,456
,120,1 scoop,,,1,456
,120,1 small ice cream cup,,,1,456
,240,1 medium ice cream cup,,,1,456
,135,1 cup,,,1,456
,135,Quantity not specified,,,1,456
,360,1 large ice cream cup,,,1,456
,140,1 cup,,,1,457
,180,1 sundae,,,1,457
,180,Quantity not specified,,,1,457
,215,1 cup,,,1,458
,500,1 large,,,1,458
,400,1 medium,,,1,458
,300,1 small,,,1,458
,215,Quantity not specified,,,1,458
,75,1 sandwich,,,1,459
,75,Quantity not specified,,,1,459
,75,1 bar,,,1,460
,50,1 miniature,,,1,460
,85,Quantity not specified,,,1,460
,75,1 bar,,,1,461
,50,1 miniature,,,1,461
,85,Quantity not specified,,,1,461
,75,1 bar,,,1,462
,85,Quantity not specified,,,1,462
,65,Quantity not specified,,,1,463
,65,1 sicle,,,1,463
,45,1 sicle,,,1,464
,45,Quantity not specified,,,1,464
,65,1 sicle,,,1,465
,65,Quantity not specified,,,1,465
,95,1 cone,,,1,466
,95,Quantity not specified,,,1,466
,75,1 sandwich,,,1,467
,75,Quantity not specified,,,1,467
,175,1 cup,,,1,468
,75,1 individual container,,,1,468
,50,1 push up,,,1,468
,160,1 scoop,,,1,468
,480,1 large ice cream cup,,,1,468
,160,1 small ice cream cup,,,1,468
,320,1 medium ice cream cup,,,1,468
,175,Quantity not specified,,,1,468
,95,1 cone,,,1,469
,95,Quantity not specified,,,1,469
,45,1 bar,,,1,470
,45,Quantity not specified,,,1,470
,200,1 cup,,,1,471
,14,1 cubic inch,,,1,471
,100,Quantity not specified,,,1,471
,260,1 cup,,,1,472
,130,Quantity not specified,,,1,472
,260,1 cup,,,1,473
,130,Quantity not specified,,,1,473
,260,1 cup,,,1,474
,19,1 cubic inch,,,1,474
,130,Quantity not specified,,,1,474
,260,1 cup,,,1,475
,19,1 cubic inch,,,1,475
,130,Quantity not specified,,,1,475
,260,1 cup,,,1,476
,110,1 snack size container,,,1,476
,130,Quantity not specified,,,1,476
,260,1 cup,,,1,477
,130,Quantity not specified,,,1,477
,260,1 cup,,,1,478
,130,Quantity not specified,,,1,478
,130,Quantity not specified,,,1,479
,260,1 cup,,,1,479
,260,1 cup,,,1,480
,130,Quantity not specified,,,1,480
,260,1 cup,,,1,481
,130,Quantity not specified,,,1,481
,260,1 cup,,,1,482
,130,Quantity not specified,,,1,482
,260,1 cup,,,1,483
,130,Quantity not specified,,,1,483
,260,1 cup,,,1,484
,110,1 snack size container,,,1,484
,130,Quantity not specified,,,1,484
,260,1 cup,,,1,485
,110,1 snack size container,,,1,485
,130,Quantity not specified,,,1,485
,260,1 cup,,,1,486
,110,1 snack size container,,,1,486
,130,Quantity not specified,,,1,486
